AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class
191267,1727.6413841689716,674.3852566249385,396.4492696644542,0.8088044158680636,492.67043519594444,0.9388620036759172,203146,0.6713105103770294,1.7015357731141003,0.8034929223903378,0.7304476974854672,0.0036108657851075775,0.002107243856738385,0.535171281581636,0.9122659733743893,141.74215330040673,136.72493199566895,126.523674619936,36.736271856702615,31.405066473009807,25.04693169242276,-0.8943902080771022,-0.6204929376662883,-0.43174048418062994,3.0392898679449747,2.537772521690922,2.683510948908646,-41062919065.59877,-37205922618,-30817031578,70.87318932695266,68.36606166890893,63.26547838747037,DEGLET
274097,2015.217680873497,771.4220378240697,455.9454253100254,0.8065883190078439,590.689718513837,0.9875197187912572,277551,0.7779189844678983,1.6917456537850881,0.8479762224628741,0.7657529401711981,0.0028,0.0016641259179041986,0.5864538509694619,0.992085666305689,121.16421931457255,108.96370562346709,113.71378872375738,29.691666192170924,26.130847378245463,25.854236773015426,-0.42938480102079707,0.05791868278698534,-0.2882978425432951,2.746261023483671,2.573682586716613,2.6959796778469167,-41617894621.64968,-32825414818,-35912464588,60.58136815048451,54.48351623462959,56.85855285507692,DEGLET
250932,1908.2721209166837,727.0653662315472,441.8374962036188,0.7942252938855738,565.1454421149427,0.9925458993324243,252824,0.6882742204522506,1.6458332910027809,0.8655858711880012,0.7772235691852742,0.002921640267030266,0.0018,0.6041366631770932,0.9942164026703026,135.63136618040474,123.88783647448886,123.58256604142156,29.337276249021887,19.590337862943745,21.67065620988103,-0.9559644574433692,-0.5542097715828772,-0.35677481937562533,3.7636528238556104,3.6880225738175403,2.954046802004484,-48097359871.91126,-38368875400,-38418899322,67.81933240032225,61.94513525943379,61.79379053216581,DEGLET
201794,1704.0259980739647,621.9919368088877,415.00857156476224,0.7441536501043203,506.8303572145723,0.9880357930567206,204247,0.7542120272310763,1.5004157122812278,0.8730573442243305,0.8149280462885296,0.003130479691409803,0.0021,0.6642672357588933,0.9954652398457049,114.81124250532352,110.49163844307476,97.4184253258481,30.978311860238176,29.23302268490672,25.249626072250503,-0.5699429353423193,-0.22399051874555323,-0.14618367416632133,2.7131761216006063,2.316446498748863,2.542311073290172,-27604582853.922737,-25314621042,-19131546633,57.40581962888153,55.24811280084305,48.710510264467004,DEGLET
295228,2113.0018907412305,806.9081370139426,466.3109134452982,0.8136751535535718,611.7462060765616,0.9863379967445651,299566,0.7068343096610799,1.7269474392756683,0.8305171242546577,0.759682343366368,0.0027421343717117254,0.0016421343717117256,0.5774525400407833,0.9950524375219219,127.59570945151064,116.30588199802894,116.63672304785803,29.681934119913617,25.301794974787306,23.829535814176115,-0.542407805824846,-0.12060411874136084,-0.12231177888248562,3.1751610023458947,3.001720097301639,2.832656555364401,-49320962914.043945,-40262614962,-39944525573,63.7999893632071,58.15468575526228,58.32114054892025,DEGLET
278265,1983.60219524194,742.731623386148,477.0469031474954,0.7653484721821755,594.1026201933406,0.9928787870713737,280240,0.7867666661115694,1.5551545085153484,0.885409091968822,0.8005787970631237,0.002672727424117425,0.0017151516160782833,0.6409545601393902,0.9962515144954912,133.9261092007365,129.95392993441027,124.4993139762693,33.59329678283106,33.43696936704009,28.142926218620826,-0.5205548598918912,-0.41712156430516906,-0.7884089654066548,2.5684760961346007,2.2017943883162037,3.083075173563014,-52267598548.1282,-49051831015,-43982874310,66.96252580913364,64.97917102935033,62.250641836518575,DEGLET
270790,2034.9582842496757,751.9603941070146,464.89729527888994,0.7732872051186881,587.1613739315333,0.9866573841687031,274495,0.8083592573763674,1.6331136140527323,0.8235689245169113,0.7839602108072489,0.0027750292688697555,0.0016937280483476833,0.6175674863139974,0.9905747951179117,121.77366288493155,111.12902456902354,116.05554319442697,32.09858264417207,26.144187182172573,24.119263311675642,-0.33707538013837396,0.05084711518064754,-0.3316984944888891,2.7004435352511473,2.8768398554301498,3.3827609121893243,-42114400917.82319,-34051839761,-36778682284,60.88275641319691,55.564068673538905,58.02542781062739,DEGLET
305830,2171.0513512243865,814.3470831125412,479.3528781777704,0.8079020265855722,623.8648084055625,0.9847292376178085,310621,0.7629468636175668,1.698448280049624,0.8167530710074244,0.7664280795689101,0.002669990349592513,0.0015699903495925132,0.5874770662761241,0.9972097780406278,129.48003600533085,117.12972666317656,116.22330442040678,33.0478297979807,30.615669504791743,28.967846141415293,-0.27769990349592516,0.14332212744533426,-0.15515924103446255,2.5840636833387833,2.37484846682402,2.818897357027159,-54076015126.56976,-43677594281,-42428938358,64.7399579833646,58.565658490820006,58.11289214265054,DEGLET
205124,1712.4597510675376,620.2017390266575,423.2114267312483,0.729801513657371,510.9286031932786,0.9849131918444562,208264,0.7425947669048785,1.4686363085864114,0.87841963693642,0.8238752861534504,0.0030700530583288987,0.0021,0.679066947651091,0.9950964367472414,111.69781989798754,103.43315920265823,101.45768344259508,30.918291254970978,27.921128683625973,24.143166239463902,-0.4353212233315595,0.04759576604314314,-0.03166375344190195,2.949688566799858,2.40929203054121,2.6810182526904036,-26556415065.764084,-22297291552,-20940816440,55.845443383773066,51.71755215647362,50.72932060707263,DEGLET
215089,1758.6103811292826,656.3513351625451,419.6667550821303,0.7688630596853893,523.3162151542455,0.9904137896022072,217173,0.8042372168732499,1.56403308943543,0.8739874181683412,0.7973009312119094,0.0031,0.001996653246993907,0.6357495221462696,0.9942966532469939,136.81113452870824,138.0594366084192,124.45406360214132,37.91186285344057,33.15986894839198,31.510781432622377,-0.45576305613160417,-0.31901293187695307,-0.28410812884409625,2.153433509413594,2.187764109821272,2.40142729909199,-43535746316.91809,-43427637164,-34829595697,68.39958312992302,69.02859715420033,62.22471252573298,DEGLET
196323,1652.655759529729,605.6980698691598,413.8227558648221,0.7302438261734037,499.96574440267455,0.9885864380562435,198600,0.7588238789296552,1.4637037474874157,0.9032199472437484,0.8254074404250223,0.003101662270312373,0.0021,0.6813212661500364,0.9973199472437484,96.13065732011567,80.54966884616516,77.62461839110077,23.311615625868725,18.02026342221268,19.05987214044586,-0.6819663271630666,0.18089155451586195,-0.1574596825657119,3.008088170941533,4.2336563696063605,4.015604629995228,-17846121055.2543,-11932877582,-11137577030,48.06077590287111,40.27383109854196,38.81198841717148,DEGLET
262326,1936.9969824781658,732.1121498001453,458.8215651722485,0.7791883460307313,577.9198203914539,0.991297340364618,264629,0.7826315289767423,1.5956142159883733,0.8785899902383723,0.7894089943338868,0.0028,0.0017879593828903618,0.6231912477981724,0.9943371372790699,148.71510320225082,146.44954163635464,135.58977408041787,30.470469345752484,22.719048624921232,21.537311964271744,-0.9545846709676085,-0.2876511035008476,-0.345680988269949,3.670033419133711,2.503026534185242,2.6273566534518658,-61165386597.01988,-57870300674,-48929459263,74.35594608853073,73.2243509197201,67.79424489804904,DEGLET
242953,1858.3939474797894,674.2386406854039,459.4091731930713,0.7287589549195402,555.6744783327263,0.9926458810861555,244838,0.7565404804866472,1.4663322088987478,0.8848050787233258,0.8255186042317607,0.0027867483484188254,0.0018734966968376506,0.6818906018454624,0.9975608576583977,136.29837927274644,137.18178281516387,124.97989377845516,37.29576625710372,32.95685398125202,27.383900164713264,-0.49344133581741856,-0.4835174776651225,-0.4122852038669408,2.1381017560598847,2.151992665522411,2.181161388492,-48520488410.392784,-48149543753,-38780223410,68.14464773727248,68.58915312770067,62.48724204478184,DEGLET
216630,1760.8149193798586,669.1889576967267,413.7803676737824,0.7859478262499103,524.9206954265323,0.9919133834916422,218364,0.7854011415433316,1.618409910684052,0.8767785033870794,0.7842238278771791,0.0031013602164789438,0.0019337867388263146,0.6150803009498529,0.9950741558869001,128.9083620261039,113.85960283689181,113.33308440143016,34.95064234790462,30.622830606199155,27.01212677018563,-0.5474513287682042,-0.05466089846115209,-0.2988777287976182,2.7588413736544948,2.408917542029378,2.7824290353509933,-38227215058.138855,-29057755887,-28213249857,64.45213871291574,56.931608328864876,56.66627756634353,DEGLET
248841,1888.2614535277946,706.2718789116077,451.20490095419666,0.7672597161994512,562.8810957824164,0.9879848206542152,251867,0.783600185257901,1.5674000827727883,0.8770479936933211,0.7975610603080119,0.0028354276704744483,0.0018322861647627757,0.636472041782538,0.9948645723295255,108.47869160422586,96.86972840372232,112.5376453607213,32.25348485998399,27.26799326756023,26.739332857695675,-0.20734357509462698,0.35294095781657453,-0.39365232164062197,2.6199518486397073,2.7832429996085994,2.7886654986190305,-30669099167.317112,-23676985406,-31984756196,54.24095068583393,48.4376567836507,56.27251840365591,DEGLET
248481,1874.7043421914555,668.9584312308593,475.5704341202017,0.7014996038577805,562.3148236828154,0.9863698750757284,251932,0.7363073816940078,1.406417718831728,0.8885292188775381,0.8412474926901933,0.002697756466822902,0.0018910258672916065,0.7079260516488823,0.9943381400640107,136.1869256567155,130.57427969350542,125.46056388311413,37.62984833959654,34.93002138404346,30.62754776314867,-0.488417201057391,-0.043070702657657806,-0.21746750013151128,2.558968643481757,1.7759545567067856,1.9534983095386504,-49686703285.04985,-45060011974,-40675730273,68.09297516779023,65.28830106441859,62.73121559455472,DEGLET
184035,1617.6154404761005,621.5728026769897,376.3425540966523,0.7953420807869234,482.7665689129998,0.9937184123722347,185227,0.7526383496459471,1.6636920456375277,0.8782934029093596,0.7756724544425437,0.0034428702752351092,0.002063267182176444,0.6023126966965519,0.9975653436435289,138.12599510617176,134.7302159843398,126.99328461572574,34.5523934839725,29.555562277539803,31.008380522315445,-0.9990044827777878,-0.7958376520842811,-0.5999863137381996,3.299182701566951,3.0545034824041206,2.6136718488075235,-36887917602.72943,-34334970881,-30574254637,69.06431695772548,67.36653443460762,63.49876875030058,DEGLET
213554,1733.2764708024279,633.5298189556909,429.44594700896204,0.7343584480104041,520.4796414777006,0.9892285651133149,215976,0.78302269011933,1.4834689169032658,0.8897461900952691,0.8207616874368401,0.003024265625751904,0.002037377604291984,0.6742756092719892,0.9966232864600878,121.30629520160993,113.21613810717,112.75404109428567,36.3772146507963,36.85952773631024,30.50491816779382,-0.3575179043570089,-0.048137693668013126,-0.2822952659626048,2.4158116540562475,2.099171338954963,2.3854570126425005,-33288057204.323048,-29194274775,-27813715897,60.6493655018539,56.60691004968157,56.374180721624384,DEGLET
230550,1803.0169651001643,663.0620630291672,444.0966284043741,0.7425800628253085,541.6822873913914,0.9902854172912746,232824,0.7802379718717585,1.4937275082448247,0.8909084534874007,0.8168472001145178,0.00289059527378712,0.00194529763689356,0.6672780915261396,0.9965188094524258,125.99063715757582,121.19818682640677,116.78184865557785,29.634634567582964,22.559740268208575,25.4934769883295,-1.0247607239225223,-0.7005700209868264,-0.4701778850615054,3.544415839214897,3.217712692493915,2.7606531617115726,-37873667341.13766,-33916513522,-31758168875,62.995001882707335,60.60264552657523,58.394848226982134,DEGLET
248481,1908.3133369588318,729.8976687822693,434.9762579150047,0.8029834091979312,562.4484431652681,0.9901517202643139,250944,0.7043287035925765,1.6779496305255854,0.8574321441212043,0.7706061273355644,0.0029473841333738987,0.0017473841333738986,0.5938276513367814,0.9964267557344691,117.39000271912379,102.5738449401517,100.66278813496554,32.150636563041324,29.415095995025755,24.11679720116391,-0.39057560299263994,0.08081232853543757,-0.10589270807374275,2.468460153083537,2.325878827776338,2.9757680568508635,-35842344439.28601,-26837774635,-25039849598,58.69407318209721,51.28963293354236,50.3337472804176,DEGLET
216104,1764.8361963030927,645.8199900242143,427.1593559249402,0.74660877811752,523.9354795960007,0.9865,219061,0.7667146684827959,1.5240654453837317,0.8691555745162409,0.8110134346243595,0.0030446781629869368,0.002,0.6590005053584558,0.9969563735704543,118.88662458351179,110.14775770737577,109.35201385297846,36.15499189788711,37.20005452446407,29.22272349090687,-0.3910568756388847,-0.044217820393094076,-0.2793081464194502,2.413740876495742,2.0092577895538857,2.3603830754630297,-32492266979.061287,-28200650429,-26464373695,59.43995180231418,55.072816786646,54.674271622864715,DEGLET
222668,1795.9582738159968,687.9979406966295,414.04237844728726,0.7984557729497788,532.4451264214197,0.9927405367682821,224290,0.7124335761841527,1.6616447021039613,0.8675866089594728,0.7740033548017629,0.0031,0.0018400335480176285,0.5990651663947147,0.9952793961356827,133.3790385533128,131.96084479289883,124.13458480079842,37.89126079256185,34.20300104011055,28.587310969978503,-0.6369058721621422,-0.4715273698008915,-0.13939969268634794,2.500976659738396,2.431842943980679,2.5271336888502494,-42815617080.55925,-41188520234,-35392672519,66.68785035019296,65.97906461061858,62.066534446828285,DEGLET
233039,1810.1752993328769,669.2192983154392,444.7670355413255,0.7471074697373805,544.6627500120538,0.9922672073643889,234853,0.7463915387618871,1.5045980575426074,0.893597076177893,0.8139275958558674,0.0029,0.0019282467203376038,0.6624749974659955,0.9966847401610128,120.79162459709329,116.1084805004856,108.33591027009824,34.326938614190404,29.975362088014723,30.08368335119626,-0.8178916401220672,-0.7123630527654674,-0.4656246517617244,2.7138586487544463,2.644372327044339,2.395668209001139,-35994634079.70693,-32460400900,-28198788870,60.39281278416099,58.053699827687694,54.16734750512963,DEGLET
268267,2031.5685049693484,678.905473175345,506.286351608585,0.6662364098862926,584.3094772844086,0.9814714483205911,273412,0.7823830503783762,1.3413993253308358,0.8227561245255706,0.8605786097446447,0.0025393629375582093,0.0019,0.7406806558658029,0.9933266216887224,122.03902905446178,110.45607385395745,109.48197803438462,37.88281166839878,38.38789220257197,30.291242415837576,0.04441704363842964,0.3328275065051639,-0.09077567880704503,2.1143438754744297,1.8652468783151692,2.1574819830904652,-43175725092.31455,-35726082817,-33234864780,61.01687573388886,55.22764494832448,54.740071497975165,DEGLET
269221,2030.5066869512777,755.9002829191892,456.9071423624829,0.7917388114694595,585.4553697625774,0.9802830170039348,274626,0.7736676576904171,1.6590235606340982,0.8205242591538633,0.7760857890024819,0.0028439726945537463,0.0016560273054462538,0.6033515231461952,0.9941273310165668,129.00224582223743,125.9920455708068,109.91157681786541,32.848802480255706,31.927936409066408,30.543239232988274,-0.6407343584508345,-0.36987351123837214,-0.3558408593779285,2.8876816199644044,2.498428080676958,2.6248688474603386,-47205151523.21042,-44787725615,-33654561533,64.50231390764357,62.99573874444523,54.95539638845362,DEGLET
212759,1722.266613138569,630.5419730009372,430.94215700394415,0.7295633104708997,520.4742908150082,0.991633467581164,214552,0.7825738859463555,1.4634895026330415,0.9014309990478804,0.8255709886334142,0.003009796024637411,0.002,0.6816293360015808,0.997033467581164,111.03601216531571,110.07733862110783,104.95639421267266,37.363730424618076,37.31358426772958,30.02342387330924,-0.14819245201831413,-0.3541957382395883,-0.2504097960246374,1.965648655488192,2.12449128202501,2.480864791264039,-28376942448.572674,-27884929140,-24160759338,55.52458445085496,55.04347400719448,52.48285568111241,DEGLET
250268,1897.2941464428745,732.9422731390982,436.7325566145408,0.8028242812865476,564.4168799795295,0.9929505042884991,252046,0.7205554415594606,1.6779900349317662,0.8735393646783642,0.7702120878362592,0.0029101008576998136,0.001720201715399627,0.5932544933333362,0.9952919162962964,119.14442836573161,101.06664171403581,103.99133898417202,32.45999847972747,29.196894613684513,23.217419999961535,-0.32544135165692356,0.22220118962961954,-0.17934842678362897,2.587914391656906,2.130394791150106,3.0077474355944873,-37218661486.0316,-26184958953,-26770554245,59.56877731699836,50.535932982573456,51.99591596206651,DEGLET
218829,1748.0608276687003,621.191933659159,451.45390548670764,0.6780491263623503,527.8171656798004,0.9899911809117382,221039,0.7429525262461707,1.3831130950138033,0.8998590024443117,0.8509681235307733,0.0028323510378264714,0.0020558829873911764,0.7254713939867938,0.9954293825800059,117.66276274870364,111.92494510091082,108.29866140043204,37.762807101765844,37.60134297373371,30.34336259042698,-0.32867439239749274,-0.013317883842401845,-0.289270897846894,2.179292194762838,1.8415697114253944,2.1517516981551927,-32754971074.098186,-29698855284,-26548361669,58.832649044885294,55.96403725253107,54.15176157781059,DEGLET
215532,1746.2928094739702,655.6105594306039,420.42526194947857,0.7645031482033497,523.8365485942121,0.9905603167701726,217569,0.7851208090257331,1.5612387818221394,0.8880691374321761,0.7998719151663737,0.003069117933799653,0.0019617641324006932,0.6403144736222808,0.9963676510731951,109.72756306290347,100.12501657630916,102.02363461678974,32.622540050785496,26.667286835682425,19.67627760241674,-0.09329722674817459,0.14894425929702879,0.19857431794904687,2.3285382448323437,2.3417499317556825,3.5688056005164084,-27215256859.50133,-21772926230,-21802331077,54.86552639743962,50.06672006203617,51.015115108103956,DEGLET
261015,1907.3315736097427,691.3798371767931,481.8017417747687,0.7144228423004803,575.9528126309201,0.9890677305733078,263876,0.74867359971205,1.433694088740999,0.9000173113491118,0.8340749665016322,0.0026574790387902058,0.001857479038790206,0.6959023673116177,0.9961838652866539,85.7191850345706,73.82219670660443,83.85054272788659,31.013281321861307,28.545235103737067,27.64130102860221,0.4125520399606343,0.6076221940059049,0.18056014241752305,2.5287369478895827,2.867370450112386,2.38271425362266,-19971452941.27132,-14651809510,-18550010741,42.86251260113014,36.914515495557644,41.92875522922995,DEGLET
234041,1801.9610133594724,671.4647299292443,444.98461562930424,0.7489945212214635,545.5299608130206,0.9915609203429343,236042,0.8016879466872197,1.509671072967925,0.904659824587227,0.8122807160774485,0.0028537618649455915,0.0018845872883151973,0.6598753838589718,0.9960770635584241,86.39503185917371,79.33505351290306,89.17933836022011,24.99815329733894,20.70763939386126,22.61877548260826,-0.13577785471153633,0.3384241833503333,0.07468400564106531,2.4517056997668742,3.3633769799441664,2.5562092011328486,-17327822121.946976,-14077772345,-18119030091,43.20599492875071,39.675525478069865,44.59930570300381,DEGLET
156715,1479.026811620204,538.9767911811145,370.5334845321102,0.7261704904286089,446.460684886804,0.9913184434821194,158086,0.7282509152116755,1.4546336034643703,0.8992586139462267,0.8283073773928478,0.0034815565178806154,0.002385245214304492,0.6862073773928478,0.9980668017321851,126.87211643831824,129.4010029254435,128.77393954523706,37.84774772933868,35.925520665941384,35.99183411792,-0.6503367749539779,-0.6669572584965784,-0.6608787758414363,2.419809011951086,2.3180058263837737,2.562837166378516,-27174661433.97637,-27988531645,-27707074384,63.4321565983729,64.69623897844454,64.38404826919853,DEGLET
194975,1654.5860499379357,611.925152564988,407.05988163443254,0.7457154912741406,498.2409538187913,0.9891177245471698,197128,0.7765683690344071,1.5045325957314115,0.8949515604583792,0.8143992744605988,0.003136336738068814,0.0021,0.6634862840133177,0.9969729693573807,89.88550219350915,76.8813896942762,78.72532867067376,21.719690216931117,17.94709819638513,20.100007974707044,-0.4187276381254039,0.5902083948712726,0.15015326337071325,3.5775145721898145,6.195218741375227,4.14408288768258,-15467221034.096895,-10810988414,-11482529294,44.94100803580008,38.439931035935544,39.36336359563377,DEGLET
218593,1789.064529361588,678.6279638710062,411.15384918941714,0.7940982887644515,526.419899665254,0.9843,222081,0.752914374341194,1.648008235274311,0.855046588238155,0.7767100320903431,0.0031457326203808756,0.0019457326203808755,0.6033708449272286,0.9934315080216505,102.74349833478152,95.06103517021165,99.5547388469924,31.615550438424606,28.54777961454176,27.327652811763148,-0.2677194225608867,0.16294293035057988,0.06810675926817872,2.6523391230011346,2.650328427778957,2.66348410709626,-23720861835.517822,-19879284117,-21760180089,51.36874973423286,47.52912032307336,49.77559054648985,DEGLET
184914,1603.5257083781235,607.9472511331402,388.30759596233986,0.7692216717415189,485.1452168518374,0.994205192740638,185991,0.8052558749451492,1.566889455547845,0.9034355411315094,0.797950218574456,0.0032918532255705336,0.0021,0.6368338322995861,0.9971681282292273,99.84454230903805,89.54108986470325,95.62893575298065,28.213081216047403,23.335021976568736,25.72541503514843,-0.31710630545277024,-0.005709670154330744,-0.1394629619697324,2.516683189774779,2.8333592131655667,2.6478441118562897,-18746867850.59483,-14553802037,-16895439443,49.91876367670854,44.767186381550715,47.811517114800374,DEGLET
225810,1809.994340129033,688.3158591641117,419.8920898097961,0.788083725610345,536.1936079073971,0.9922327354498495,227568,0.6597445888229586,1.6441372773691398,0.866346253596032,0.7799741209458284,0.0030620755857573064,0.0018284433106820202,0.6093212713670864,0.9961801409676528,133.40679215511668,131.1148021643333,123.55925735299984,39.101030005101,36.26743361298011,30.83401453656164,-0.5386754097196116,-0.4577123715408336,-0.18171782091819466,2.246183686424662,2.18459284134746,2.4030308840062364,-43701105233.22683,-41612688385,-35928821365,66.70057881300818,65.5538514345858,61.77683162340124,DEGLET
327877,2195.245615493453,821.0896799062614,514.5150197318386,0.7791853272699679,645.5552752963338,0.9823573488430158,333883,0.7664893853896637,1.600092269191886,0.8530925547991648,0.7858939717442762,0.0025306196015362813,0.0015435398671787605,0.6177725498079648,0.9872854950296069,122.33884249449355,108.05396159968326,115.32064529649296,37.56470057537103,35.84865500297659,29.774343212665748,-0.09924721948795565,0.3057790314306064,-0.016461849238346954,2.2820840170812136,2.1088259971996415,2.4863154325013044,-52866940578.86297,-41128342102,-44896660549,61.16868726552009,54.02623628738444,57.65979654359773,DEGLET
232119,1840.4526680660122,692.5834712926084,427.99253055276614,0.783337740626405,542.8116253115207,0.9878956227808433,235070,0.8050316961724232,1.6158187062919815,0.8600950498508073,0.7853070743146673,0.0030398905695210848,0.0018797811390421698,0.6171043256638737,0.9946606565828735,134.3403912193811,134.54403835515194,119.65847683959502,35.94277881656449,32.72509547975884,31.521263488388517,-0.5345991248051634,-0.36955696829313955,-0.3151896814374275,2.3978525594744178,2.2752565500289523,2.4493602512075068,-44566591716.417336,-44012956035,-34360239176,67.16683578028068,67.27108475208598,59.82738459617516,DEGLET
197444,1684.1938630155921,611.6768898484763,413.4685236168373,0.7345757169581462,501.3235561124676,0.986593404495259,200115,0.7232161472612781,1.4834215177214836,0.8744248776237907,0.8199299687333585,0.003114048284168185,0.0021,0.6728309310851447,0.9945958712422182,112.03160441580307,99.45977655881578,98.04203803655834,31.267068385913706,27.202355369177763,25.048195052413078,-0.42533647581888795,0.17237432020495824,-0.1323220956455323,2.4270768177028086,2.6670006304625984,2.8330283400383123,-25778530002.915596,-19748347740,-18904958529,56.011502662808155,49.729564740234686,49.019923173306225,DEGLET
253520,1885.685469014163,669.752957310204,481.6711270282068,0.6898789455380503,566.281130378487,0.9868355901034542,256955,0.7234058239983564,1.3867845667552625,0.8915649506462636,0.8475228606073058,0.002684450452774642,0.0018844504527746424,0.7187032932070799,0.9946489279430352,87.88773388023863,76.43329271855465,86.10332702850738,28.18530348793762,24.840152200200247,25.855933784886012,0.31001799385984546,0.8646814007895604,0.2663137354558177,2.751077547947821,4.176761061067105,2.8757959881326762,-19561879260.671455,-14357735215,-18578753103,43.94667913830822,38.21902631872109,43.05499903676343,DEGLET
237310,1814.5824001880244,675.2111263530355,448.50555194817326,0.7476767524219006,549.2171792810283,0.9914122489911887,239379,0.7987888553281812,1.5064138188069542,0.9042475994755689,0.8131930175540688,0.00283348849879847,0.0018778294995994902,0.6613553395877116,0.9961108525020026,86.14552078421238,78.62635745249813,88.63536339976055,25.480916207611628,21.385026619146316,23.01806618666453,-0.08604728755264743,0.3590421967219558,0.08563838114922659,2.460477309519862,3.32083669997879,2.54547107486359,-17542757672.67318,-14098465564,-18184529459,43.08081365058096,39.32086996848084,44.32685193535264,DEGLET
238958,1845.1987553079794,673.3598379072155,454.5917093255986,0.733620966940635,551.3149662927235,0.9892189871244377,241540,0.8049681183161412,1.481226740747835,0.8815435527202894,0.8202648681131345,0.0028,0.0019254875304510009,0.6733697965439472,0.9938954497157907,130.59193829258746,124.2987191240606,121.46376333428273,31.153257860085628,25.59706276853021,24.393716738650298,-0.9408041173932757,-0.5872717044463894,-0.5325723419620224,3.413947751316234,2.772070132471189,3.159133097326338,-42550257850.08745,-37541764485,-35505648444,65.29800405941289,62.15057425591732,60.73353719248648,DEGLET
267770,1992.4119802502034,758.9876695864145,452.1182122643897,0.8028027416577075,583.8952351028435,0.9863454915350652,271490,0.7484789247719373,1.679023452996649,0.8477542299362261,0.7693955878028225,0.002797472692496373,0.0017025273075036273,0.5921779608288019,0.9937113728837663,121.40263068588412,111.48927672088809,111.63325999178035,30.224200503303525,27.564348367544923,27.567694109798868,-0.5176605918343642,-0.04325125337918898,-0.29494748359984113,2.8296708942326747,2.3911716438256065,2.5404055693086094,-40932305858.78814,-33905662828,-33982932170,60.69789819793961,55.74332690188348,55.815602741657706,DEGLET
210834,1720.4418813958564,644.6652429535164,418.44265299122856,0.7595416186717178,517.9931636889678,0.9912299070278389,212694,0.7959721414620976,1.5403305106347793,0.8947947599406014,0.804004423094544,0.003028160341372662,0.0019563206827453244,0.6465985672726046,0.9949292912652978,93.96684046216677,81.72919033140316,78.8936637563691,32.10293463364876,27.940008226706556,21.40281231652063,-0.45778894058546316,0.07983249499036031,-0.17246505411507618,2.3268191339048183,2.507453746962364,3.215237655403449,-19597786847.205105,-14484937788,-12620038316,46.98268549247857,40.867330827950205,39.448435629138174,DEGLET
215507,1761.288684449701,657.8063644847964,419.5224804858167,0.77004291324388,523.8177633636958,0.9903987921988413,217597,0.7955599632557142,1.5680928428460734,0.8730261277757427,0.7963687209179591,0.0031,0.0019890230890176274,0.6342960564948604,0.9943933037433501,136.7179045357533,137.84435115260894,124.33975611762038,38.060098323084794,33.44571713206207,31.645508018975136,-0.4441698049710338,-0.3165189706218161,-0.2784598565551596,2.1218713499213853,2.158089804087958,2.3876364474358684,-43588903441.47299,-43423083335,-34849899304,68.3529306426801,68.92077464377844,62.167339639621744,DEGLET
233092,1811.3167007813508,648.2374296380626,459.661664491568,0.7047902543256175,544.7750461428961,0.9865686535753385,236265,0.7773365025653172,1.4103381376360558,0.8927595279340091,0.8404039695006736,0.002798193326964778,0.002001806673035222,0.7063821048719445,0.996051219828049,114.03999995307822,105.44649301134498,107.95481224038268,36.47564283564812,38.59279461720483,29.436090048751552,-0.1534902818517228,0.22956527658161263,-0.18393422156150646,2.2926177105757493,1.972371567562212,2.4867824594004615,-32560713366.185368,-28425867178,-27918931695,57.01420986710273,52.72130612588265,53.97395819721783,DEGLET
251414,1903.2541248524637,735.0427281849658,437.567760288443,0.8028540790750469,565.6923713542693,0.99287198864508,253217,0.7146682318041258,1.679586328064501,0.8719205743951959,0.7699016597617926,0.002903112372768891,0.0017124494910755652,0.592837675822438,0.9951248989821511,118.57928676028054,100.5703817963543,103.75987784514803,32.16720540382644,28.895633259172538,22.826527663563613,-0.32766480231238276,0.21664270113928843,-0.17572409083936016,2.6006406577665744,2.132417963276481,3.059006247761274,-36982876394.94944,-25991449932,-26705273696,59.28651943123741,50.28803176309454,51.88066497367115,DEGLET
163978,1538.9704752825546,603.6245006637877,346.41109850059615,0.8188290191655088,456.8433592918469,0.9945708701618151,164872,0.7452689504069945,1.7435942259652986,0.86959026251059,0.7567781493032635,0.0036877348049747533,0.002098466850621844,0.5727423482744248,0.9982371408754955,143.11197865644158,139.76800486148377,131.40309879845216,37.45767080359161,34.32161194923684,33.62883832702836,-0.9607612698898638,-0.8026494045726722,-0.7222723191832996,3.038610814675692,2.7190417535960214,2.6245216854366467,-36231908917.90452,-34067705916,-29933447311,71.55760176606103,69.88374152605104,65.70198236193771,DEGLET
